Name,Ticker,"Sub-Sector","Market Cap","Lot Size","Fair Value","Future Close Price","1D Change in Future OI","Rollover Cost","Highest Put OI Strike","1D Change in Future Volume","Basis","Put Call Ratio","Cash & Carry Profit","1W Change in Put OI","Future Open Interest","Highest 1D OI Change CE Strike","Highest 1D OI Change PE Strike","Highest 1W OI Change CE Strike","1W Change in Future Volume","1W Change in Future OI","Fair Value Spread","Future Volume","Highest 1W OI Change PE Strike","Highest Call OI Strike","1 D Change in Call OI","1D Change in Put OI","Call Open Interest","1W Change in Call OI","Percentage Rollover","Calendar Spread","Put Open Interest"
Annvrridhhi Ventures Ltd,ANVRDHI,"Agro Products","37.298947723000005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manas Polymers and Energies Ltd,MPEL,"Packaging","37.28592",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tusaldah Ltd,TUSALDAH,"Apparel & Accessories","37.2136684",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galactico Corporate Services Ltd,GALACTICO,"Diversified Financials","37.206638805000004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arigato Universe Ltd,ARIGATO,"Construction & Engineering","37.1929162",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruparel Food Products Ltd,RFL,"Consumer Finance","37.16892",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sandu Pharmaceuticals Ltd,SANDUPHQ,"FMCG - Personal Products","37.117523580000004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCM Ltd,TCMLMTD,"Commodity Chemicals","37.105225674",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victory Electric Vehicles International Ltd,VICTORYEV,"Three Wheelers","37.0986",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swasti Vinayaka Synthetics Ltd,SWASTIVI,"Apparel & Accessories","37.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gothi Plascon (India) Ltd,GOTHIPL,"Real Estate","36.9546",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandra Prabhu International Ltd,CHANDRAP,"Commodities Trading","36.915285",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vantage Knowledge Academy Ltd,VKAL,"Publishing","36.8793",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tatia Global Vennture Ltd,TATIAGLOB,"Textiles","36.84366",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hrh Next Services Ltd,HRHNEXT,"Business Support Services","36.84038202",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kay Power and Paper Ltd,KAYPOWR,"Paper Products","36.79182",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemis ADR Marketplace Ltd,JETMALL,"FMCG - Foods","36.7664415",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gogia Capital Growth Ltd,GOGIACAPGL,"Diversified Financials","36.6624148",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shyamkamal Investments Ltd,SHYMINV,"Specialized Finance","36.661244",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keerthi Industries Ltd,KEERTHI,"Cement","36.652526136",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsrita Labs Ltd,SAMSRITA,"Biotechnology","36.6270331",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pankaj Polymers Ltd,PANKAJPO,"Packaging","36.58974",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homesfy Realty Ltd,HOMESFY,"Real Estate","36.45606",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simbhaoli Sugars Ltd,SIMBHALS,"Sugar","36.40809564",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMR Engineering Ltd,DMR,"Business Support Services","36.3752585",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhanderi Infracon Ltd,BHANDERI,"Real Estate","36.3524",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zodiac-JRD-MKJ Ltd,ZODJRDMKJ,"Precious Metals, Jewellery & Watches","36.318343125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeleCanor Global Ltd,TELECANOR,"IT Services & Consulting","36.312992627999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jagan Lamps Ltd,JAGANLAM,"Auto Parts","36.247394594999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prime Property Development Corp Ltd,PRIMEPRO,"Real Estate","36.2332558",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedaar Textile Ltd,CEDAAR,"Textiles","36.223146",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SM Auto Stamping Ltd,SMAUTO,"Auto Parts","36.218003472",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapro Industries Ltd,MAPROIN,"Construction & Engineering","36.08915535",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKG Exim Ltd,AKG,"Commodities Trading","35.939307456",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shreevatsaa Finance and Leasing Ltd,SHVFL,"Diversified Financials","35.9358",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyber Media India Ltd,CYBERMEDIA,"Publishing","35.914763095999994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagreeka Capital & Infrastructure Ltd,NAGREEKCAP,"Asset Management","35.8652979",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANG Lifesciences India Ltd,ANG,"Pharmaceuticals","35.831939528",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kabsons Industries Ltd,KABSON,"Gas Distribution","35.79915",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Relicab Cable Manufacturing Ltd,RELICAB,"Cables","35.78557679",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirae Asset Nifty Metal ETF,METAL,"Equity","35.772460511",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBI Nifty 10 yr Benchmark G-Sec ETF,SETF10GILT,"Debt","35.706511727999995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poona Dal and Oil Industries Ltd,POONADAL,"Agro Products","35.675",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walchand Peoplefirst Ltd,WALCHPF,"Education Services","35.6307303",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthy Life Agritec Ltd,HEALTHYLIFE,"Agro Products","35.630032",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diligent Media Corporation Ltd,DNAMEDIA,"Publishing","35.547821436",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaiser Corporation Ltd,KACL,"Packaging","35.5191885",,,,,,,,,,,,,,,,,,,,,,,,,,,,
East West Freight Carriers Ltd,EASTWEST,"Investment Banking & Brokerage","35.46585",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecofinity Atomix Ltd,ARYAVAN,"Pharmaceuticals","35.4550868",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSS Infotech Ltd,GSS,"Software Services","35.406988596",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP NIFTY 1D Rate Liquid ETF,LIQUIDETF,"Debt","35.3359",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Auto ETF,AUTOIETF,"Equity","35.31080064",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Informed Technologies India Ltd,INFORTEC,"Data Processing & Outsourced Services","35.2914315",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supha Pharmachem Ltd,SUPHA,"Pharmaceuticals","35.27960528",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armour Security (India) Ltd,ARMOUR,"Business Support Services","35.2583",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamini Investments Company Ltd,YAMNINV,"Specialized Finance","35.2236688",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groww Nifty 1D Rate Liquid ETF,GROWWLIQID,"Debt","35.168099296",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faalcon Concepts Ltd,FAALCON,"Construction & Engineering","35.082432",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solvex Edibles Ltd,SOLVEX,"FMCG - Foods","35.011154669999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pace E-Commerce Ventures Ltd,PACE,"Retail - Online","34.99454103",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scan Projects Ltd,SCANPRO,"Industrial Machinery","34.939328",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nirav Commercials Ltd,NIRAVCOM,"Building Products - Others","34.9272",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lex Nimble Solutions Ltd,LEX,"IT Services & Consulting","34.84404",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Overseas Ltd,PHOGLOBAL,"Agro Products","34.8228324",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Associated Ceramics Ltd,ASSOCER,"Building Products - Others","34.81152825",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirae Asset Gold ETF,GOLDETF,"Gold","34.745464062",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mittal Sections Ltd,MITTALSTL,"Building Products - Others","34.7025",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suryaamba Spinning Mills Ltd,SURYAAMBA,"Textiles","34.5969392",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harshil Agrotech Ltd,HARSHILAGR,"Agro Products","34.53765",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picturehouse Media Ltd,PICTUREHS,"Movies & TV Serials","34.485",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panjon Ltd,PANJON,"Pharmaceuticals","34.329052",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centenial Surgical Suture Ltd,CSURGSU,"Health Care Equipment & Supplies","34.29402",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dynamic Industries Ltd,DYNAMIND,"Specialty Chemicals","34.1766225",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF BSE Sensex Next 50,SNXT50BEES,"Equity","34.161885392",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC India Ltd,ABCINDQ,"Logistics","34.144813295999995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contil India Ltd,CONTILI,"Packaged Foods & Meats","34.131232",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eighty Jewellers Ltd,EIGHTY,"Precious Metals, Jewellery & Watches","34.116461144999995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vera Synthetic Ltd,VERA,"Textiles","34.0515",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salasar Exteriors and Contour Ltd,SECL,"Construction & Engineering","33.9729555",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Private Bank ETF,PVTBANIETF,"Equity","33.941462619999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anjani Synthetics Ltd,ANJANI,"Textiles","33.925",,,,,,,,,,,,,,,,,,,,,,,,,,,,
A G Universal Ltd,AGUL,"Iron & Steel","33.89112",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bikewo Green Tech Ltd,BIKEWO,"Four Wheelers","33.84723375",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICI Prudential Nifty Healthcare ETF,HEALTHIETF,"Equity","33.8309328",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sihora Industries Ltd,SIHORA,"Textiles","33.82899",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swati Projects Ltd,SWATIPRO,"Specialized Finance","33.7845",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospect Consumer Products Ltd,PCL,"Agro Products","33.7391145",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amit Securities Ltd,AMITSEC,"Commodities Trading","33.725",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morarjee Textiles Ltd,MORARJEE,"Textiles","33.706103639999995",,,,,,,,,,,,,,,,,,,,,,,,,,,,
G D L Leasing and Finance Ltd,GDLLEAS,"Diversified Financials","33.6829023",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medi-Caps Ltd,MEDICAPQ,"Pharmaceuticals","33.681351156",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axis NIFTY India Consumption ETF,AXISCETF,"Equity","33.642070605",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharma East India Hospitals and Medical Research Ltd,SHARMEH,"Hospitals & Diagnostic Centres","33.5998416",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chennai Ferrous Industries Ltd,CHENFERRO,"Iron & Steel","33.568792317",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GKB Ophthalmics Ltd,GKB,"Health Care Equipment & Supplies","33.5450599",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sumedha Fiscal Services Ltd,SUMEDHA,"Investment Banking & Brokerage","33.526596376",,,,,,,,,,,,,,,,,,,,,,,,,,,,
BC Power Controls Ltd,BCP,"Cables","33.4342",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gujarat Petrosynthese Ltd,GUJPETR,"Specialty Chemicals","33.433298766",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welcure Drugs and Pharmaceuticals Ltd,WELCURE,"Pharmaceuticals","33.3703854",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quicktouch Technologies Ltd,QUICKTOUCH,"Software Services","33.3215896",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haryana Leather Chemicals Ltd,HARLETH,"Specialty Chemicals","33.2303419",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logiciel Solutions Ltd,LOGICIEL,"Software Services","33.2246871",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yaan Enterprises Ltd,YAANENT,"Tour & Travel Services","33.1855",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ganga Forging Ltd,GANGAFORGE,"Iron & Steel","33.16134858",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poddar Housing & Development Ltd,PODDARHOUS,"Real Estate","33.085908861",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twentyfirst Century Management Services Ltd,21STCENMGM,"Investment Banking & Brokerage","33.0645",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfa Ica (India) Ltd,ALFAICA,"Home Furnishing","33.0472",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Axis Silver ETF,AXISILVER,"Silver","32.970578788",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parmeshwari Silk Mills Ltd,PARMSILK,"Textiles","32.9370725",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirae Asset Nifty PSU Bank ETF,BANKPSU,"Equity","32.922867908",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajnish Retail Ltd,RRETAIL,"Precious Metals, Jewellery & Watches","32.9175",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mcon Rasayan India Ltd,MCON,"Building Products - Others","32.89921518",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parshwanath Corp Ltd,PARSHWANA,"Real Estate","32.8842885",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motilal Oswal Nifty 500 ETF,MONIFTY500,"Equity","32.8757",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ambo Agritec Ltd,AMBOAGRI,"Agro Products","32.86635268",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libas Consumer Products Ltd,LIBAS,"Apparel & Accessories","32.82534668",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearl Green Clubs and Resorts Ltd,PGCRL,"Agro Products","32.821246",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gita Renewable Energy Ltd,GITARENEW,"Renewable Energy","32.81612208",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohit Industries Ltd,MOHITIND,"Textiles","32.774786125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sparkle Gold Rock Ltd,SPARKLEGR,"Mining - Diversified","32.735642",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanco Tea & Industries Ltd,KANCOTEA,"Agro Products","32.606793855",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walpar Nutritions Ltd,WALPAR,"Packaged Foods & Meats","32.5848268",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyroon Tea Co Ltd,TYROON,"Agro Products","32.490055",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhav Marbles and Granites Ltd,MADHAV,"Building Products - Granite","32.486557",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunil Industries Ltd,SUNILTX,"Textiles","32.4114",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSJ Keep Learning Ltd,KEEPLEARN,"Publishing","32.388113264",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Loire Fashions Ltd,MARCLOIRE,"Footwear","32.305",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unilex Colours and Chemicals Ltd,UNILEX,"Commodity Chemicals","32.27229",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abram Food Ltd,ABRFL,"FMCG - Foods","32.2125",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virtual Global Education Ltd,VIRTUALG,"Education Services","32.002408181999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gini Silk Mills Ltd,GINISILK,"Textiles","32.0008572",,,,,,,,,,,,,,,,,,,,,,,,,,,,
NACDAC Infrastructure Ltd,NACDAC,"Construction & Engineering","31.943787760000003",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pearl Polymers Ltd,PEARLPOLY,"Plastic Products","31.902196139999997",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Ramakrishna Mills (Coimbatore) Ltd,SRMCL,"Textiles","31.8901184",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashirwad Steels And Industries Ltd,ASHSI,"Specialized Finance","31.8625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep Diamond India Ltd,DEEPAI,"Precious Metals, Jewellery & Watches","31.85715",,,,,,,,,,,,,,,,,,,,,,,,,,,,
India Cements Capital Ltd,INDCEMCAP,"Tour & Travel Services","31.8429954",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhishek Finlease Ltd,ABHIFIN,"Consumer Finance","31.827699",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sinnar Bidi Udyog Ltd,SINNAR,"FMCG - Tobacco","31.8",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trans India House Impex Ltd,TIHIL,"Commodities Trading","31.760244",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF Nifty Infrastructure BeES,INFRABEES,"Equity","31.745450268",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spectrum Foods Ltd,SPECFOOD,"Packaged Foods & Meats","31.73268637",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arnold Holdings Ltd,ARNOLD,"Diversified Financials","31.71585",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advance Metering Technology Ltd,AMTL,"Electrical Components & Equipments","31.697437883999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTEX Securities Ltd,VERTEX,"Investment Banking & Brokerage","31.678945189",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravalgaon Sugar Farm Ltd,RAVALSUGAR,"Agro Products","31.6268",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin Industries Ltd,FRANKLININD,"Investment Banking & Brokerage","31.6192",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicamen Organics Ltd,MEDIORG,"Pharmaceuticals","31.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pecos Hotels and Pubs Ltd,PECOS,"Restaurants & Cafes","31.437",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Classic Filaments Ltd,CFL,"Textiles","31.3614855",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arshiya Ltd,ARSHIYA,"Logistics","31.353633885",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deccan Health Care Ltd,DECCAN,"FMCG - Personal Products","31.343336394",,,,,,,,,,,,,,,,,,,,,,,,,,,,
E L Forge Ltd,ELFORGE,"Iron & Steel","31.340076768",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aditya BSL Nifty IT ETF,TECH,"Equity","31.322935383999997",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSR India Ltd,MSRINDIA,"FMCG - Foods","31.31424",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nippon India ETF Nifty India Consumption,CONSUMBEES,"Equity","31.30371279",,,,,,,,,,,,,,,,,,,,,,,,,,,,
S P Capital Financing Ltd,SPCAPIT,"Diversified Financials","31.2814766",,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB Logistics Commerce Ltd,GBLOGISTIC,"Logistics","31.22084688",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharpline Broadcast Ltd,SHARPLINE,"Advertising","31.212058439999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kapil Raj Finance Ltd,KAPILRAJ,"Specialized Finance","31.179",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotak Nifty Midcap 50 ETF,MIDCAP,"Equity","31.152590489999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soni Medicare Ltd,SML,"Hospitals & Diagnostic Centres","31.13377",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovative Tech Pack Ltd,INNOVTEC,"Packaging","31.09156",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sulabh Engineers and Services Ltd,SULABEN,"Specialized Finance","31.046775",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranjeet Mechatronics Ltd,RANJEET,"Business Support Services","31",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfavision Overseas (India) Ltd,ALFAVIO,"Agro Products","30.832428",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulkcorp International Ltd,BULKCORP,"Packaging","30.8076624",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infonative Solutions Ltd,INFONATIVE,"Education Services","30.80428",,,,,,,,,,,,,,,,,,,,,,,,,,,,
STL Global Ltd,SGL,"Textiles","30.801906960000004",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cell Point (India) Ltd,CELLPOINT,"Retail - Speciality","30.737812",,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSP Nifty Top 10 Equal Weight ETF,TOP10ADD,"Equity","30.686923056999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata Silver Exchange Traded Fund,TATSILV,"Silver","30.633575742",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winro Commercial (India) Ltd,WINROC,"Diversified Financials","30.618242519999896",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver Oak (India) Ltd,SILVOAK,"Alcoholic Beverages","30.51111",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swasti Vinayaka Art and Heritage Corporation Ltd,SVARTCORP,"Real Estate","30.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Future Lifestyle Fashions Ltd,FLFL,"Retail - Apparel","30.413062510000003",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AA Plus Tradelink Ltd,AAPLUSTRAD,"Commodities Trading","30.406",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kridhan Infra Ltd,KRIDHANINF,"Iron & Steel","30.371657525",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hipolin Ltd,HIPOLIN,"FMCG - Household Products","30.2546206",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA,"Construction & Engineering","30.23597686",,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBI BSE Sensex Next 50 ETF,SETFSN50,"Equity","30.23479455",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monotype India Ltd,MONOT,"Diversified Financials","30.234241227",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovative Ideals and Services (India) Ltd,INNOVATIVE,"Technology Hardware","30.225728863999997",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mindpool Technologies Ltd,MINDPOOL,"Outsourced services","30.128625",,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGS Transact Technologies Ltd,AGSTRA,"Business Support Services","30.104910939999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Future Enterprises Ltd,FELDVR,"Conglomerates","30.057480789",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Future Enterprises Ltd,FEL,"Conglomerates","30.057480789",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunrest Lifescience Ltd,SUNREST,"Pharmaceuticals","30.0384",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infomedia Press Ltd,INFOMEDIA,"Publishing","30.016114856",,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCFC Finance Ltd,TCFCFINQ,"Investment Banking & Brokerage","29.895031908",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanani Industries Ltd,KANANIIND,"Precious Metals, Jewellery & Watches","29.878068",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thinkink Picturez Ltd,THINKINK,"Animation","29.865024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prismx Global Ventures Ltd,PRISMX,"Commodities Trading","29.858758860000002",,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABRIL PAPER TECH LIMITED,ABRIL,"Paper Products","29.8520816",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirae Asset Nifty500 Multicap 50:25:25 ETF,MULTICAP,"Equity","29.849219377999997",,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLC Industries Ltd,CLCIND,"Textiles","29.84312628",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williamson Magor and Co Ltd,WILLAMAGOR,"Specialized Finance","29.8012992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adarsh Plant Protect Ltd,ADARSHPL,"Agricultural & Farm Machinery","29.7345",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnson Pharmacare Ltd,JOHNPHARMA,"Pharmaceuticals","29.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eastern Silk Industries Ltd,EASTSILK,"Textiles","29.645",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Margo Finance Ltd,MARGOFIN,"Diversified Financials","29.62731",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulsar International Ltd,PULSRIN,"Asset Management","29.55546",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawa Engineers Ltd,HAWAENG,"Industrial Machinery","29.5018624",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kotak Nifty IT ETF,IT,"Equity","29.486665937999998",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cella Space Ltd,CELLA,"Logistics","29.481230470999996",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tirupati Sarjan Ltd,TIRSARJ,"Real Estate","29.467236325",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree House Education and Accessories Ltd,TREEHOUSE,"Education Services","29.40595318",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ramgopal Polytex Ltd,RAMGOPOLY,"Commodities Trading","29.377",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riddhi Display Equipments Ltd,RDEL,"Building Products - Others","29.3759626",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galaxy Medicare Ltd,GML,"Health Care Equipment & Supplies","29.357787105",,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Cotfab Ltd,COTFAB,"Textiles","29.223",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polymechplast Machines Ltd,POLYCHMP,"Industrial Machinery","29.1849091",,,,,,,,,,,,,,,,,,,,,,,,,,,,
